year,pct_downsizing05,pct_downsizing10
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1986,,
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
1987,.1138614,.029703
